ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YLR343W	0.01113	12993	50002754445	12238.692	12116.111	122.582	0	0	
YLR344W	1.746	2588	50051315741	699.095	704.917	-5.822	0	0	
YNL127W	0.01839	20196	50001644031	101222.927	91969.673	9253.254	0	0	
YJR136C	0.04893	9513	50019015062	5948.342	5852.954	95.388	0	0	
YHR063C	0.6405	7455	50012798061	4495.215	4391.007	104.208	0	0	
YHR064C	3.485	3132	50003184075	10242.190	9909.283	332.907	0	0	
YNL128W	0.0114	9923	50004425267	6329.038	6270.037	59.001	0	0	
YLR345W	0.0418	11644	50001770816	9703.773	9432.987	270.786	0	0	
YLR346C	0.1828	2213	50021328811	529.098	528.348	0.749	0	0	
YNL129W	0.2116	5719	50005086916	1882.914	1863.094	19.820	0	0	
YFL013C	0.08063	14245	50000495999	25449.231	23856.437	1592.794	0	0	
YFL014W	0.5217	2384	50028208239	573.528	581.353	-7.825	0	0	
YNL130C	0.7674	7200	50000392894	4838.460	4643.149	195.310	0	0	
YNL131W	0.7269	3515	50017543993	908.676	910.372	-1.696	0	0	
YBL063W	0.01836	19726	50004862985	217279.880	183538.370	33741.510	0	0	
YHR065C	0.3436	9012	50010038869	8885.993	8537.284	348.709	0	0	
YBL064C	0.4562	5943	50002479504	2133.421	2136.088	-2.667	0	0	
YDR080W	0.03934	17301	50000677928	116298.238	99716.096	16582.142	0	0	
YFL016C	0.3304	9232	50000721196	9264.719	8817.889	446.830	0	0	
YFL017C	0.3833	3691	50016952520	965.753	972.501	-6.748	0	0	
YFL017WA	1.018	1765	50086210974	377.722	375.580	2.142	0	0	
YLR347C	0.2498	7886	50001998545	56810.958	50002.497	6808.461	0	0	
YHR066W	0.1819	9434	50001513802	6956.624	6839.127	117.497	0	0	
YHR067W	0.03084	6137	50001058951	2501.285	2479.827	21.458	0	0	
YFL018C	1.521	4758	50001732099	8419.109	7973.072	446.037	0	0	
YLR348C	0.2623	6531	50010817504	2741.669	2730.261	11.408	0	0	
YFL020C	0.2141	2747	50043359152	662.883	673.025	-10.142	0	0	
YNL132W	0.2746	5223	50019570224	150294.144	130194.360	20099.784	0	0	
YLR350W	1.648	4233	50034937399	1558.794	1527.377	31.417	0	0	
YNL133C	0.05418	3849	50008931379	1109.902	1107.941	1.962	0	0	
YHR068W	2.359	4382	50002757614	4514.113	4418.589	95.524	0	0	
YLR351C	0.598	6293	50000247357	2646.425	2599.545	46.880	0	0	
YNL134C	2.651	4288	50001171238	4331.394	4161.769	169.625	0	0	
YNL135C	6.965	1966	50020332080	606.318	606.408	-0.090	0	0	
YHR069C	0.4472	7411	50005442942	4023.215	3888.379	134.837	0	0	
YNL136W	0.06303	9037	50001337300	6130.355	6012.066	118.289	0	0	
YFL021W	0.1156	11653	50000301887	9771.058	9470.324	300.733	0	0	
YOR349W	0.01018	22853	50001034343	133448.021	123079.085	10368.936	0	0	
YFL022C	1.623	4883	50021689914	8853.266	8522.466	330.800	0	0	
YHR070W	0.5596	8208	50006082764	8992.026	8450.564	541.461	0	0	
YHR071W	0.07515	5068	50002686606	1732.789	1724.107	8.681	0	0	
YNL137C	0.2286	9675	50001910755	8501.364	8189.223	312.141	0	0	
YJR137C	0.008347	17296	50001304377	988075.173	830324.044	157751.128	0	0	
YNL138W	1.066	5515	50008980803	10005.569	9415.321	590.248	0	0	
YDR081C	0.01465	20350	50001104018	85907.002	80356.480	5550.522	0	0	
YOR350C	0.009431	15226	50000038059	22310.520	21826.105	484.414	0	0	
YHR072W	0.326	7806	50003395223	30277.163	26769.606	3507.557	0	0	
YLR352W	0.02288	18015	50003851120	45695.093	44578.169	1116.924	0	0	
YFL023W	0.1461	11110	50002658113	44480.922	38669.350	5811.572	0	0	
YDR082W	0.005025	11181	50003492905	8941.620	8945.947	-4.327	0	0	
YOR351C	0.00814	11999	50012543043	8918.814	8884.940	33.874	0	0	
YJR138W	0.04571	4013	50010876709	2387745.834	1638178.856	749566.978	0	0	
YOR352W	0.05667	8203	50001250432	3707.275	3702.359	4.916	0	0	
YDR083W	0.4374	7638	50007386495	4936.029	4825.871	110.158	0	0	
YDR084C	0.4069	4403	50020647688	1376.341	1373.519	2.821	0	0	
YJR139C	2.465	4467	50002218415	3805.099	3748.068	57.031	0	0	
YNL139C	0.02951	5330	50007472057	2554202.443	1794224.509	759977.933	0	0	
YLR353W	0.02345	13218	50003729261	16087.550	15616.479	471.072	0	0	
YLR354C	1.979	4887	50025490880	3305.846	3301.492	4.354	0	0	
YNL141W	0.6176	7429	50000497890	3686.996	3677.819	9.177	0	0	
YLR355C	7.207	2091	50000961769	4664.117	4652.553	11.564	0	0	
YLR356W	0.1795	4583	50003892170	1335.624	1338.392	-2.768	0	0	
YDR085C	0.02074	13675	50003529782	17853.264	17525.357	327.907	0	0	
YDR086C	1.117	1759	50059010408	389.227	391.650	-2.423	0	0	
YBL066C	0.004556	25073	50000324540	260370.723	245045.850	15324.873	0	0	
YDR087C	0.3762	6029	50000279122	2439.923	2426.727	13.196	0	0	
YFL024C	0.02831	17475	50002463947	53531.651	50533.541	2998.110	0	0	
YNL142W	0.1089	10764	50007441029	8371.815	8515.009	-143.194	0	0	
YJR140C	0.02461	5225	50001227332	3376039.350	2292975.893	1083063.456	0	0	
YHR073W	0.03851	15966	50004232088	122669.178	104574.720	18094.458	0	0	
YDR088C	0.04021	8371	50014515445	4697.090	4662.083	35.007	0	0	
YJR141W	0.06944	7715	50000490363	3787.337	3735.446	51.891	0	0	
YOR353C	0.03947	16776	50003485898	42740.177	38875.982	3864.195	0	0	
YJR142W	0.1671	7645	50015671396	3637.808	3634.166	3.642	0	0	
YJR143C	1.447	3247	50006640761	34620.132	31060.762	3559.370	0	0	
YHR074W	0.275	9219	50003132128	27237.297	24827.436	2409.861	0	0	
YJR144W	0.4415	5806	50001492140	2254.356	2262.694	-8.338	0	0	
YLR357W	0.0593	14297	50001653786	71074.217	61600.338	9473.879	0	0	
YJR145C	14.36	1880	50157195906	2054.003	2049.341	4.662	0	0	
YHR075C	0.03862	9400	50004644482	5151.547	5195.103	-43.556	0	0	
YLR359W	2.102	4377	50017903982	7865.228	7534.102	331.125	0	0	
YJR147W	0.03108	8374	50000555384	4087.717	4088.782	-1.065	0	0	
YNL144C	0.01646	17206	50001610391	33356.920	32664.229	692.691	0	0	
YNL145W	6.984	771	50119384154	168.922	169.095	-0.173	0	0	
YNL146W	0.02972	2372	50008680633	524.880	523.777	1.103	0	0	
YNL147W	0.431	2421	50002200574	564.448	565.553	-1.104	0	0	
YBL067C	0.03293	16875	50006404495	34029.671	32545.694	1483.977	0	0	
YNL148C	0.04424	5484	50006315029	2085.820	2052.159	33.661	0	0	
YHR076W	0.2283	8387	50003442551	4337.357	4324.885	12.472	0	0	
YOR354C	0.07927	14993	50002733011	25369.237	24322.552	1046.685	0	0	
YNL149C	0.8717	2707	50014829130	727.455	727.436	0.020	0	0	
YJR148W	1.756	4674	50012282704	4335.667	4176.782	158.885	0	0	
YLR360W	0.021	10197	50003358710	6543.576	6509.819	33.757	0	0	
YNL151C	0.3749	5980	50028447658	2020.425	2003.192	17.233	0	0	
YBL068W	0.8548	6613	50001686825	3258.813	3200.712	58.101	0	0	
YDR089W	0.05004	16899	50000121662	63775.977	56175.533	7600.444	0	0	
YJR149W	0.06212	9181	50001899844	5264.932	5215.851	49.081	0	0	
YNL152W	0.03112	9112	50001076510	5583.753	5544.277	39.476	0	0	
YNL153C	0.6243	2899	50003667837	729.617	729.016	0.601	0	0	
YDR090C	0.1752	7079	50007851601	2954.293	2962.426	-8.132	0	0	
YJR150C	0.1038	6585	50007599274	2621.079	2692.787	-71.708	0	0	
YOR355W	0.1908	10657	50005823672	10274.396	9933.125	341.271	0	0	
YBL069W	0.1316	9760	50013143184	5978.914	5959.672	19.242	0	0	
YBL072C	45.62	642	50130736936	1333.184	1330.669	2.515	0	0	
YFL025C	0.02661	19207	50001607686	142893.531	122953.773	19939.759	0	0	
YBL074C	0.01929	8120	50026763855	4008.501	3929.983	78.518	0	0	
YLR361C	0.06047	13296	50000500173	13844.770	13396.120	448.651	0	0	
YNL154C	0.4053	8296	50001178866	11744.442	10999.333	745.109	0	0	
YDR091C	0.5704	7116	50001606058	15038.251	14422.007	616.244	0	0	
YDR092W	1.336	3285	50002543038	927.641	919.778	7.863	0	0	
YNL155W	0.09259	6318	50002681294	2360.120	2365.706	-5.586	0	0	
YFL026W	0.357	9203	50005483202	6164.884	5938.356	226.528	0	0	
YNL156C	0.6195	6570	50004061577	2756.660	2718.887	37.773	0	0	
YOR356W	0.2902	9447	50004528769	17680.375	16152.786	1527.589	0	0	
YOR357C	0.2331	3637	50004706305	1006.035	1005.502	0.533	0	0	
YNL157W	1.148	3756	50008579233	1058.892	1040.276	18.617	0	0	
YHR077C	0.06938	11598	50001234665	199819.947	161310.842	38509.106	0	0	
YOR358W	0.02922	5037	50030383808	1907.052	1897.126	9.927	0	0	
YNL158W	0.05586	4533	50004360256	1361.636	1356.936	4.700	0	0	
YNL159C	0.05426	6778	50000591925	2598.114	2591.960	6.154	0	0	
YBL075C	0.01038	14429	50002665907	19160.411	19559.518	-399.107	0	0	
YDR093W	0.0627	3132	50001575262	2503988.686	1793980.634	710008.051	0	0	
YFL027C	0.06283	11449	50000592928	9021.796	8883.541	138.255	0	0	
YNL160W	2.351	4616	50009586693	3670.316	3643.611	26.705	0	0	
YFL028C	0.5266	6208	50006391828	2595.755	2569.691	26.064	0	0	
YBL076C	1.223	1549	50105667906	153852.938	137286.888	16566.050	0	0	
YBL078C	0.1408	2553	50014107281	638.673	636.919	1.754	0	0	
YOR359W	0.126	11104	50002145748	10353.230	10116.989	236.241	0	0	
YHR078W	0.0487	12704	50005000052	12087.097	11780.989	306.108	0	0	
YLR362W	0.07193	14876	50003482898	28341.000	26503.141	1837.859	0	0	
YFL029C	0.08764	8591	50006540248	4281.945	4232.203	49.742	0	0	
YLR363C	0.04404	4884	50000315018	1582.321	1585.427	-3.106	0	0	
YJR151C	0.06612	10056	50006084984	223275.502	191434.325	31841.177	0	0	
YLR364W	0.5228	2440	50013980337	580.857	582.106	-1.249	0	0	
YLR367W	2.23	2739	50047693668	720.537	725.851	-5.314	0	0	
YFL030W	0.0271	8803	50001289799	4668.033	4677.887	-9.854	0	0	
YFL031W	0.2104	5475	50008887835	1872.039	1854.215	17.824	0	0	
YFL033C	0.04192	1	nan	6175945.604	6175945.604	0.000	0	0	
YFL034CA	0.3801	2842	50003909114	672.441	676.667	-4.225	0	0	
YJR152W	0.004897	12218	50000472483	11067.570	11250.754	-183.184	0	0	
YOR360C	0.2357	11055	50005633128	10528.173	10101.436	426.737	0	0	
YNL161W	0.07264	13796	50000822351	35244.550	32988.698	2255.852	0	0	
YJR153W	0.002517	8271	50001230323	3893.947	3984.100	-90.152	0	0	
YNL162W	11.26	1502	50014646616	553.594	554.911	-1.317	0	0	
YOR361C	1.614	3176	50027976109	34207.994	31611.159	2596.835	0	0	
YLR368W	0.04015	13619	50006151833	16215.532	15311.814	903.717	0	0	
YBL079W	0.0541	5127	50015444134	1459308.232	1060738.175	398570.058	0	0	
YJR154W	0.005864	7929	50001916070	3764.069	3710.357	53.712	0	0	
YOR362C	1.782	5128	50012208818	2554.476	2504.840	49.635	0	0	
YJR155W	0.01195	6226	50045583415	2568.981	2583.841	-14.860	0	0	
YJR156C	0.01769	7471	50000010202	3462.796	3612.618	-149.823	0	0	
YDR096W	0.01637	20148	50000930059	73249.146	68530.417	4718.729	0	0	
YBL080C	0.0104	12519	50007976025	11461.531	11457.580	3.951	0	0	
YNL163C	0.2065	5993	50020760911	207417.931	165819.972	41597.959	0	0	
YLR369W	0.01832	14845	50003356090	20360.224	20257.952	102.272	0	0	
YJR158W	0.003476	12694	50000836630	12351.994	12632.334	-280.340	0	0	
YBL081W	0.2555	8571	50009778001	4288.679	4283.712	4.967	0	0	
YLR370C	0.7238	4105	50018394207	1157.209	1157.076	0.133	0	0	
YNL164C	0.163	8004	50002405408	3952.589	3881.594	70.995	0	0	
YJR159W	0.08905	8170	50013243478	3848.507	3882.739	-34.232	0	0	
YNL165W	0.05088	8910	50003018005	5463.252	5377.163	86.089	0	0	
YDR097C	0.1572	5217	50003623182	406775.337	312770.790	94004.547	0	0	
YBL082C	0.1841	9882	50008882211	7234.237	7034.212	200.025	0	0	
YDR098C	0.9861	5768	50013493674	2539.577	2498.992	40.585	0	0	
YDR099W	1.195	5043	50001472381	2300.728	2312.279	-11.551	0	0	
YDR100W	0.5925	3589	50009381861	834.875	835.779	-0.904	0	0	
YNL166C	0.2123	9734	50002255726	6845.474	6623.076	222.398	0	0	
YFL034W	0.02047	19010	50001185069	172420.105	149105.658	23314.447	0	0	
YJR160C	0.01005	13365	50007327544	15274.845	15288.470	-13.625	0	0	
YHR079C	0.01109	22504	50007125355	229951.239	197924.954	32026.285	0	0	
YHR079CA	0.02436	1982	50039610429	462.045	463.652	-1.607	0	0	
YOR363C	0.03088	17986	50006294734	122303.478	106702.281	15601.197	0	0	
YJR161C	0.3384	7903	50005177204	4733.191	4653.791	79.400	0	0	
YDR101C	0.6255	7034	50014435526	14160.156	13223.366	936.789	0	0	
YKL001C	0.2505	4621	50011521421	1381.223	1401.477	-20.254	0	0	
YKL002W	0.5039	4752	50007553230	1776.149	1761.968	14.181	0	0	
YKL003C	0.6281	2819	50024218528	743.236	741.574	1.662	0	0	
YLR371W	0.03078	10614	50000509830	730550.882	552025.565	178525.317	0	0	
YKL004W	0.348	9002	50007271967	5135.645	5034.033	101.612	0	0	
YNL167C	0.05825	14297	50002038939	20415.425	19218.693	1196.732	0	0	
YLR372W	3.827	3519	50014561827	3541.056	3473.925	67.132	0	0	
YFL036W	0.07194	6246	50002781303	691586.600	533708.892	157877.708	0	0	
YNL168C	0.4069	5727	50002394286	2119.001	2102.919	16.082	0	0	
YOR365C	0.006595	16304	50005082765	26764.793	25836.034	928.758	0	0	
YHR080C	0.07884	6540	50002338814	707029.482	513887.176	193142.305	0	0	
YHR081W	0.3745	3976	50008592876	1216.996	1205.594	11.402	0	0	
YOR367W	0.1322	4351	50000563006	1382.266	1384.465	-2.199	0	0	
YBL084C	0.05197	16419	50001076585	36302.954	34166.666	2136.288	0	0	
YFL037W	1.557	4815	50004489546	6917.653	6664.062	253.591	0	0	
YFL038C	4.429	3239	50146161664	1432.205	1408.674	23.531	0	0	
YFL039C	9.059	2078	50064777426	4148.760	4124.004	24.756	0	0	
YOR368W	0.01938	9476	50001257111	5262.050	5168.665	93.385	0	0	
YOR369C	7.167	2113	50018434380	816.340	820.609	-4.269	0	0	
YKL005C	0.02776	13595	50000024189	15103.646	14787.526	316.120	0	0	
YKL006CA	0.3821	2154	50033965591	503.257	502.031	1.227	0	0	
YKL006W	15.49	1330	50057330797	780.878	780.826	0.051	0	0	
YNL169C	0.2605	10118	50004478206	9027.577	8682.271	345.306	0	0	
YNL172W	0.03938	1	nan	5426413.408	5426413.408	0.000	0	0	
YKL007W	0.426	6303	50002967733	2252.558	2249.390	3.169	0	0	
YNL173C	0.07388	7998	50000204784	4177.460	4182.691	-5.231	0	0	
YFL040W	0.006916	12238	50008970702	11078.014	10888.296	189.718	0	0	
YOR370C	0.3824	8835	50009479952	15526.490	14284.886	1241.604	0	0	
YNL175C	0.9803	6243	50005292929	5213.025	4990.782	222.243	0	0	
YKL008C	0.5934	8106	50004504801	5638.364	5473.324	165.040	0	0	
YDR103W	0.03533	18059	50000410402	81533.617	71950.494	9583.122	0	0	
YKL009W	2.268	3944	50003660643	1780.766	1763.342	17.424	0	0	
YBL085W	0.1305	9045	50005864699	111852.802	92010.274	19842.528	0	0	
YLR373C	0.05829	15835	50000700814	73803.378	65318.496	8484.882	0	0	
YHR082C	0.05647	12868	50001813685	144715.780	121717.193	22998.587	0	0	
YFL041W	0.1815	11710	50000519877	17424.944	16242.208	1182.736	0	0	
YHR083W	0.1501	7463	50006878775	3375.908	3355.852	20.056	0	0	
YLR375W	0.1507	7868	50000285299	3690.238	3662.535	27.703	0	0	
YLR376C	0.03742	5534	50005811140	1907.141	1884.966	22.174	0	0	
YKL010C	0.09671	3625	50036577074	1386266.928	979723.325	406543.603	0	0	
YBL086C	0.07463	10516	50002383057	7637.033	7411.331	225.702	0	0	
YBL087C	29.62	934	50105516826	770.434	768.243	2.190	0	0	
YBL088C	0.01084	1	nan	1113035354.682	1113035354.682	0.000	0	0	
YKL011C	0.03671	7764	50000951013	3997.754	3953.147	44.606	0	0	
YLR377C	0.06038	8220	50010721738	3718.590	3725.135	-6.544	0	0	
YNL176C	0.05145	13505	50000985029	18851.840	17899.518	952.322	0	0	
YNL177C	0.1524	6652	50014582932	2971.408	2939.547	31.861	0	0	
YNL178W	42.07	856	50013437630	1787.537	1781.726	5.812	0	0	
YLR378C	1.646	4655	50004554232	7541.770	7215.284	326.486	0	0	
YBL089W	0.06889	10764	50000782014	7147.116	7020.221	126.896	0	0	
YBL090W	0.2306	3776	50011201842	1147.652	1142.916	4.735	0	0	
YNL180C	0.2034	7386	50017553748	3445.233	3369.228	76.005	0	0	
YLR380W	0.8203	7122	50002007373	5315.316	5201.690	113.626	0	0	
YHR084W	0.08613	13487	50006168304	25757.108	24004.155	1752.953	0	0	
YFL042C	0.03884	14845	50004338606	23047.683	22382.913	664.770	0	0	
YKL012W	0.1325	11827	50000522796	14637.738	13854.929	782.808	0	0	
YBL091C	1.61	5124	50005627225	5672.166	5416.251	255.915	0	0	
YBL092W	22.87	1151	50004926230	718.466	719.000	-0.535	0	0	
YKL013C	0.3037	3749	50000643872	1087.845	1086.685	1.161	0	0	
YKL014C	0.05597	1	nan	5645896.047	5645896.047	0.000	0	0	
YBL093C	0.2803	4851	50013704196	1633.992	1608.827	25.165	0	0	
YFL044C	0.1649	6939	50003824373	2787.561	2792.928	-5.366	0	0	
YNL181W	0.2458	8493	50002705287	5350.149	5265.088	85.061	0	0	
YOR371C	0.01399	19669	50005700549	72423.917	68906.989	3516.928	0	0	
YHR085W	0.2846	7357	50017957598	3512.350	3414.949	97.400	0	0	
YFL045C	5.148	3069	50046452933	1999.003	1984.315	14.688	0	0	
YBL095W	0.1203	6160	50000816708	2306.972	2285.584	21.387	0	0	
YFL046W	0.1145	4562	50007610563	1460.236	1452.684	7.552	0	0	
YOR372C	0.03066	12594	50001732701	12377.339	12045.626	331.713	0	0	
YNL182C	0.2273	10957	50001451654	12010.997	11316.521	694.476	0	0	
YHR086W	0.09689	11531	50003617935	10265.849	10102.159	163.690	0	0	
YHR087W	0.2303	2512	50008484799	589.281	591.469	-2.188	0	0	
YHR088W	0.5884	6377	50009828717	2713.974	2698.027	15.947	0	0	
YLR381W	0.01843	16727	50007366394	31701.294	30455.311	1245.983	0	0	
YHR089C	4.183	2745	50005195071	1393.507	1372.712	20.795	0	0	
YBL097W	0.00689	17682	50002355214	35747.729	34733.959	1013.770	0	0	
YHR090C	0.04839	6208	50002662986	2499.234	2503.573	-4.338	0	0	
YFL047W	0.1384	13015	50001762974	28462.639	26017.642	2444.997	0	0	
YDR104C	0.006823	23119	50000643902	449617.531	364926.264	84691.267	0	0	
YFL048C	0.4175	8510	50000731259	6577.566	6382.887	194.679	0	0	
YBL098W	0.07864	10294	50003589343	7190.834	7126.108	64.726	0	0	
YDR105C	0.3585	9147	50001923400	7764.504	7357.087	407.417	0	0	
YDR106W	0.03583	6494	50015225435	2557.945	2542.258	15.687	0	0	
YKL015W	0.02081	20730	50001088445	109155.403	100906.718	8248.685	0	0	
YBL099W	0.9458	5500	50010648852	10484.534	10212.140	272.394	0	0	
YHR091C	0.06745	13727	50016567606	19764.221	18641.577	1122.645	0	0	
YKL016C	0.8695	3748	50057112279	1106.648	1113.701	-7.054	0	0	
YNL183C	0.05376	15970	50003168038	40976.969	38155.082	2821.887	0	0	
YNL185C	0.09847	3344	50020737710	963.449	960.845	2.604	0	0	
YOR373W	0.04251	17539	50008174478	57688.249	52228.839	5459.410	0	0	
YFL049W	0.05621	14095	50006258821	17623.890	17160.392	463.498	0	0	
YHR092C	0.5481	6972	50007483795	11152.536	10988.393	164.143	0	0	
YLR382C	0.02361	18464	50000999486	71254.418	65678.871	5575.548	0	0	
YOR374W	0.7137	6736	50005235942	9235.714	8912.743	322.971	0	0	
YHR094C	1.591	4155	50004363473	11928.807	11579.315	349.492	0	0	
YNL186W	0.2619	8668	50004520454	41434.406	36663.438	4770.968	0	0	
YOR375C	3.051	3285	50012798512	6359.068	6273.968	85.099	0	0	
YDR107C	0.07722	14615	50001839595	22288.758	20880.081	1408.677	0	0	
YNL187W	0.006998	8031	50002614623	4065.699	3996.407	69.292	0	0	
YKL017C	0.03665	15171	50001280416	23823.540	23275.981	547.560	0	0	
YKL018W	0.1079	7829	50003131724	3380.390	3356.172	24.219	0	0	
YNL188W	0.05603	9675	50010928584	6538.991	6299.005	239.985	0	0	
YHR096C	0.02505	12791	50003777217	14045.812	14495.587	-449.775	0	0	
YOR377W	0.05749	11929	50003049303	10407.327	10292.589	114.738	0	0	
YBL101C	0.09573	8921	50001085284	225215.427	175722.186	49493.241	0	0	
YKL019W	0.2516	7172	50004138287	3136.677	3115.605	21.072	0	0	
YBL102W	0.3279	4685	50009520369	1548.031	1538.551	9.480	0	0	
YHR097C	0.1241	8183	50000108905	4235.323	4226.576	8.747	0	0	
YFL050C	0.003857	19038	50001815164	60436.568	59646.766	789.802	0	0	
YFL051C	0.03771	3559	50000243885	990.699	987.279	3.420	0	0	
YNL189W	0.6827	6680	50016107492	10808.093	10322.593	485.499	0	0	
YNL190W	4.795	2941	50039118408	1377.662	1377.133	0.529	0	0	
YOR378W	0.002529	11653	50005160640	9661.145	9719.306	-58.161	0	0	
YBL103C	0.02374	10985	50003447311	8421.790	8471.524	-49.735	0	0	
YLR383W	0.04699	12147	50000426615	217275.408	176739.067	40536.341	0	0	
YDR108W	0.03417	15660	50006666297	26648.526	25561.182	1087.343	0	0	
YNL191W	0.07735	8194	50007046365	3991.669	3971.197	20.472	0	0	
YFL052W	0.008336	10831	50002451838	7659.860	7439.661	220.199	0	0	
YLR384C	0.2193	2749	50013111178	671380.404	524090.943	147289.460	0	0	
YLR385C	0.02132	2984	50057424067	756.590	755.520	1.070	0	0	
YOR380W	0.04569	12208	50006343643	11758.888	11462.644	296.244	0	0	
YHR098C	0.193	8461	50003639106	82771.958	70605.938	12166.020	0	0	
YHR099W	0.004477	1	nan	138344853008.596	138344853008.596	0.000	0	0	
YHR100C	0.161	4334	50000923415	1224.542	1220.000	4.543	0	0	
YFL053W	0.009764	13520	50008763810	13989.893	14239.865	-249.972	0	0	
YNL192W	0.1883	5748	50001403733	233501.985	184816.643	48685.342	0	0	
YHR101C	0.1202	7694	50001931257	3544.384	3514.824	29.560	0	0	
YDR109C	0.01252	16084	50002381863	28357.767	27313.779	1043.988	0	0	
YOR381W	0.001809	16530	50000323544	27700.276	27531.843	168.433	0	0	
YOR382W	1.072	3285	50007923294	901.613	909.096	-7.483	0	0	
YOR383C	1.993	3848	50008965845	1359.193	1373.820	-14.627	0	0	
YNL193W	0.08378	12636	50007169355	12341.400	12251.545	89.855	0	0	
YKL020C	0.02381	18858	50000718438	186336.768	159148.187	27188.581	0	0	
YBL104C	0.06009	12147	50018494267	149720.299	120950.192	28770.107	0	0	
YFL054C	0.02938	13886	50006205955	19321.658	18949.266	372.392	0	0	
YNL194C	0.01291	6788	50015108420	2815.968	2819.756	-3.788	0	0	
YDR110W	0.08145	12386	50004460396	13293.494	12782.290	511.204	0	0	
YNL195C	0.006508	5887	50009487172	2154.921	2177.182	-22.261	0	0	
YNL196C	4.977e-05	6410	50000783283	2792.437	2820.110	-27.673	0	0	
YKL021C	0.3856	9370	50031594718	7476.614	7274.298	202.316	0	0	
YLR386W	0.02586	19182	50000497000	66832.592	62893.745	3938.846	0	0	
YHR102W	0.05622	11529	50001455942	184933.280	145453.104	39480.176	0	0	
YDR111C	0.03838	11102	50005060372	9306.311	9215.340	90.970	0	0	
YOR384W	0.001099	15748	50001048671	26307.276	24934.825	1372.452	0	0	
YOR385W	0.09086	6743	50010786389	2664.471	2639.332	25.139	0	0	
YFL055W	0.04632	12907	50000055870	12155.721	11738.258	417.464	0	0	
YFL056C	0.00709	4556	50023436444	1515.629	1516.181	-0.552	0	0	
YDR113C	0.09139	8557	50010435542	4454.647	4435.399	19.247	0	0	
YDR115W	0.7074	2173	50021615430	555.965	555.708	0.258	0	0	
YFL057C	0.7419	3275	50009931469	906.856	907.283	-0.426	0	0	
YLR387C	0.291	8969	50003459154	6187.705	6062.585	125.119	0	0	
YLR388W	36.47	583	50076234534	259.021	258.842	0.179	0	0	
YDR116C	0.2101	6441	50005682894	2523.031	2508.955	14.077	0	0	
YFL058W	0.03289	7754	50013263467	3456.222	3602.086	-145.864	0	0	
YFL059W	0.06363	6471	50005226773	2679.209	2715.392	-36.183	0	0	
YNL197C	0.02851	14931	50007542982	21279.583	21295.536	-15.953	0	0	
YOR386W	0.01944	12342	50009027805	13001.415	12875.418	125.997	0	0	
YFL060C	0.01694	5114	50005118323	1641.867	1633.546	8.321	0	0	
YOR387C	0.02067	4955	50001459405	1413.715	1450.246	-36.530	0	0	
YFL061W	0.0154	5202	50024421967	1667.882	1667.240	0.642	0	0	
YOR388C	0.01194	8635	50017483530	4375.218	4421.107	-45.889	0	0	
YFL062W	0.9533	6723	50002707660	4635.045	4430.347	204.698	0	0	
YFL064C	0.03243	4029	50002365990	1131.661	1121.646	10.015	0	0	
YFL065C	0.04568	2221	50020432185	538.385	537.675	0.710	0	0	
YDR117C	0.1132	12173	50016782643	12570.809	12248.895	321.914	0	0	
YKL022C	0.06074	16119	50006297951	55882.993	50075.502	5807.490	0	0	
YNL199C	0.06692	11779	50004998392	11257.390	10648.414	608.976	0	0	
YHR103W	0.06181	15161	50003533516	57961.845	52511.808	5450.037	0	0	
YLR389C	0.1394	8564	50015914503	139266.338	115638.638	23627.700	0	0	
YLR390W	0.4864	2400	50043883811	605.087	604.389	0.698	0	0	
YKL023W	0.05198	6179	50005177145	2475.195	2448.412	26.783	0	0	
YNL200C	0.1448	5448	50009463772	1952.986	1937.516	15.470	0	0	
YFL066C	0.04258	8664	50031657421	4905.070	4853.779	51.291	0	0	
YFL067W	0.01527	4122	50001334146	1089.444	1109.836	-20.392	0	0	
YBL105C	0.036	13036	50006290449	258081.442	212458.344	45623.098	0	0	
YKL024C	0.9104	4472	50001775482	1408.429	1414.823	-6.394	0	0	
YFL068W	0.03643	3796	50010971531	997.607	992.423	5.184	0	0	
YFR001W	0.4325	4203	50012192199	1425.042	1424.888	0.155	0	0	
YHR104W	0.3003	7297	50013330304	3264.600	3265.572	-0.972	0	0	
YHR105W	0.01751	4891	50007046581	1570.820	1546.321	24.498	0	0	
YLR392C	0.01234	11815	50001584903	10342.098	10052.035	290.062	0	0	
YOR389W	0.04242	14029	50000567924	17755.262	17171.144	584.119	0	0	
YHR106W	0.2297	7396	50004288813	3595.309	3550.963	44.346	0	0	
YLR393W	0.005722	6222	50007383445	2448.586	2441.101	7.485	0	0	
YDR118W	0.01319	15891	50001396185	21015.280	20479.724	535.555	0	0	
YOR390W	0.02397	8852	50004813957	4378.247	4400.560	-22.314	0	0	
YOR391C	0.05022	5490	50003161174	1807.154	1793.804	13.350	0	0	
YHR107C	0.548	7500	50006448728	5343.307	5225.922	117.386	0	0	
YLR394W	0.01198	10899	50002652157	8426.719	8333.222	93.497	0	0	
YLR395C	1.1	1819	50031701362	382.022	383.593	-1.571	0	0	
YKL025C	0.07242	14743	50007766630	23743.632	22567.388	1176.244	0	0	
