ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YBL031W	0.01488	7425	50002708897	1606.902	1606.505	0.397	0	0	
YHL025W	0.2552	7426	50001084375	1578.246	1572.710	5.536	0	0	
YOR313C	0.005424	7601	50016505784	1605.677	1605.632	0.045	0	0	
YHL026C	0.08349	7056	50000550444	1473.924	1475.753	-1.829	0	0	
YBL032W	0.305	8662	50006964893	1842.458	1845.835	-3.377	0	0	
YOR315W	0.06897	7682	50015475521	1654.119	1652.961	1.158	0	0	
YER155C	0.0886	49903	50003017053	30115.892	29850.021	265.871	0	0	
YBL033C	0.3236	7779	50000544891	1644.339	1643.148	1.191	0	0	
YDR011W	0.3995	33268	50000142533	13505.704	13444.959	60.745	0	0	
YOR316C	0.2618	10494	50009360199	2188.954	2190.335	-1.382	0	0	
YER156C	0.7577	7846	50003370304	1599.315	1604.560	-5.245	0	0	
YDR012W	23.01	4656	50007271092	1717.819	1720.606	-2.787	0	0	
YDR013W	0.04493	4911	50006399688	925.015	925.269	-0.254	0	0	
YLR318W	0.001796	20878	50001364302	5646.673	5639.217	7.456	0	0	
YHL027W	0.2285	14141	50002162839	3445.764	3455.542	-9.778	0	0	
YNL123W	0.3767	22509	50001321633	6698.003	6708.683	-10.680	0	0	
YDR014W	0.004523	15232	50001530343	3634.596	3624.334	10.262	0	0	
YDR016C	0.3125	2160	50000612164	395.979	395.905	0.074	0	0	
YNL124W	0.2719	10707	50004634627	2545.657	2545.331	0.326	0	0	
YHL028W	0.02779	13390	50005464215	3301.523	3301.985	-0.461	0	0	
YOR317W	0.5392	16066	50006228046	3975.686	3996.252	-20.566	0	0	
YOR319W	0.08216	5056	50000143965	949.809	950.368	-0.559	0	0	
YER157W	0.04699	18856	50004136230	4865.090	4882.049	-16.960	0	0	
YLR319C	0.03338	17357	50003767276	4770.284	4778.221	-7.937	0	0	
YOR320C	0.1584	11519	50002208375	2529.699	2525.867	3.832	0	0	
YHL029C	0.0648	15748	50000182461	3870.460	3874.371	-3.911	0	0	
YER158C	0.04802	12171	50002873108	3083.062	3081.660	1.402	0	0	
YNL125C	0.07389	15155	50004212708	3790.463	3804.981	-14.519	0	0	
YER159C	0.3567	3036	50005864615	611.709	611.212	0.497	0	0	
YOR321W	0.1339	17006	50000643051	4445.219	4450.046	-4.827	0	0	
YDR017C	0.05031	23958	50000438503	7364.383	7387.446	-23.063	0	0	
YNL126W	0.01404	19719	50000277654	5307.118	5278.433	28.685	0	0	
YDR018C	0.008932	9040	50009259902	1939.204	1939.682	-0.477	0	0	
YDR019C	0.3391	9084	50007145173	1958.539	1958.423	0.116	0	0	
YDR020C	0.02691	5335	50010124786	1044.919	1044.509	0.411	0	0	
YDR021W	0.1096	8910	50004210600	1951.073	1952.824	-1.751	0	0	
YOR322C	0.07786	17569	50004405857	5037.466	5039.907	-2.441	0	0	
YDR022C	0.02287	4797	50003956859	867.672	867.290	0.382	0	0	
YBL034C	0.08246	35078	50002713790	13983.514	13920.541	62.973	0	0	
YOR323C	1.341	10579	50001795137	2281.937	2291.556	-9.619	0	0	
YDR023W	2.822	10152	50004194524	2324.136	2330.659	-6.524	0	0	
YDR025W	13.34	3159	50010863745	672.920	674.617	-1.696	0	0	
YNL127W	0.01839	21770	50001475499	6359.109	6339.564	19.546	0	0	
YDR026C	0.01633	12244	50015792151	3062.826	3068.253	-5.427	0	0	
YNL128W	0.0114	9876	50003249868	2168.281	2165.873	2.409	0	0	
YOR324C	0.01579	13646	50003329313	3288.498	3290.603	-2.105	0	0	
YBL035C	0.168	15938	50000730962	4061.569	4065.018	-3.449	0	0	
YNL129W	0.2116	5675	50001213324	1085.851	1085.470	0.381	0	0	
YBL036C	0.4707	5902	50013043199	1167.965	1170.110	-2.145	0	0	
YLR320W	0.01278	34163	50000784357	13043.652	12924.074	119.577	0	0	
YJR066W	0.01158	55799	50000016191	41842.364	41958.984	-116.620	0	0	
YJR067C	0.2042	3117	50010127319	606.858	606.414	0.443	0	0	
YNL130C	0.7674	9178	50003650315	1911.701	1915.280	-3.579	0	0	
YNL131W	0.7269	3634	50016883800	656.752	657.763	-1.011	0	0	
YLR321C	0.1268	9682	50000212374	2116.941	2123.591	-6.651	0	0	
YJR068W	0.2694	7915	50008310842	1685.069	1686.427	-1.358	0	0	
YLR323C	0.06344	6039	50010514253	1182.953	1181.806	1.147	0	0	
YJR069C	0.5561	4606	50024413064	870.630	871.444	-0.814	0	0	
YJR070C	1.948	7582	50007690843	1524.855	1530.815	-5.961	0	0	
YLR324W	0.07547	11372	50003188605	2736.934	2734.483	2.451	0	0	
YLR325C	5.972	1699	50057727096	325.511	326.119	-0.608	0	0	
YLR326W	0.1309	5367	50000336318	1085.764	1085.195	0.569	0	0	
YJR072C	1.085	8512	50009641949	1870.670	1872.852	-2.183	0	0	
YLR327C	0.07973	1915	50024162611	360.612	361.113	-0.502	0	0	
YJR073C	0.5424	4564	50001660806	912.454	914.527	-2.073	0	0	
YJR074W	0.3365	4761	50004936368	973.764	974.148	-0.384	0	0	
YDR027C	0.0681	20570	50001892473	5690.749	5681.360	9.389	0	0	
YLR328W	0.117	8988	50007431419	1960.586	1966.514	-5.929	0	0	
YLR329W	0.02489	5703	50000490382	1210.424	1208.869	1.555	0	0	
YJR075W	0.4381	9067	50000890972	1936.426	1939.944	-3.518	0	0	
YJR076C	0.3397	9269	50000953131	2051.894	2053.174	-1.281	0	0	
YBL037W	0.03742	23369	50011523372	7045.475	7061.608	-16.133	0	0	
YBL038W	0.4016	5018	50003718316	1043.839	1044.532	-0.693	0	0	
YJR077C	3.156	6998	50000525066	1442.631	1449.750	-7.118	0	0	
YLR330W	0.3876	14778	50007587066	3797.333	3801.285	-3.952	0	0	
YJR078W	0.06064	10150	50001730581	2280.194	2285.730	-5.536	0	0	
YJR079W	0.01388	2670	50002437995	462.339	462.191	0.148	0	0	
YLR332W	0.1427	8519	50001233525	1815.991	1817.114	-1.123	0	0	
YLR333C	5.65	2247	50027465371	456.150	457.153	-1.003	0	0	
YNL132W	0.2746	23588	50004959654	7343.048	7389.837	-46.788	0	0	
YNL133C	0.05418	3759	50009394750	756.471	756.400	0.071	0	0	
YJR080C	0.1719	9024	50002301402	1921.264	1923.521	-2.257	0	0	
YJR082C	0.1367	2832	50009468159	480.103	480.052	0.051	0	0	
YBL039C	1.89	12540	50001143304	3091.197	3099.356	-8.160	0	0	
YJR083C	0.08922	6911	50000554138	1452.759	1451.136	1.622	0	0	
YBL040C	0.5364	5149	50003908403	977.646	978.716	-1.070	0	0	
YNL134C	2.651	8445	50002842225	1810.663	1813.875	-3.212	0	0	
YBL041W	0.9882	5619	50016117377	1087.295	1089.093	-1.798	0	0	
YNL135C	6.965	2513	50014394423	482.784	483.611	-0.828	0	0	
YDR028C	0.1474	23667	50004763376	6983.910	6956.914	26.995	0	0	
YJR084W	0.2081	9758	50008820137	2108.229	2101.521	6.708	0	0	
YJR085C	2.306	2396	50075724532	443.759	444.228	-0.469	0	0	
YJR086W	0.5409	2340	50066188523	467.067	466.606	0.461	0	0	
YNL136W	0.06303	9004	50009547212	2119.813	2118.561	1.252	0	0	
YJR088C	0.2236	6521	50012206794	1353.257	1354.777	-1.520	0	0	
YDR030C	0.0321	11434	50000012599	2630.120	2628.628	1.492	0	0	
YDR031W	0.1811	2744	50004222207	515.902	515.639	0.263	0	0	
YLR335W	0.346	16128	50002087241	4183.548	4183.868	-0.321	0	0	
YDR032C	2.869	4457	50005869103	871.020	873.881	-2.861	0	0	
YNL137C	0.2286	10492	50000214758	2497.406	2496.775	0.631	0	0	
YBL042C	0.5497	14389	50004704151	3529.027	3537.564	-8.537	0	0	
YDR033W	7.422	6825	50011396064	1493.277	1496.841	-3.563	0	0	
YBL043W	0.0741	6136	50006607764	1172.594	1174.383	-1.789	0	0	
YBL044W	0.02802	2641	50007577007	521.202	520.393	0.809	0	0	
YER160C	0.5387	36789	50002972699	18868.107	18277.690	590.417	0	0	
YHL030W	0.09855	42569	50000723008	21222.569	21156.005	66.564	0	0	
YNL138W	1.066	11759	50000091404	2735.529	2743.006	-7.477	0	0	
YHL031C	0.3668	4876	50018667400	999.565	999.487	0.078	0	0	
YER161C	0.06006	6992	50005238279	1582.118	1581.240	0.877	0	0	
YBL045C	0.7183	10456	50000382121	2290.583	2304.229	-13.646	0	0	
YBL046W	0.07634	10274	50001243741	2214.657	2211.343	3.314	0	0	
YJR089W	0.02717	21814	50001803419	6353.430	6336.421	17.009	0	0	
YDR034C	0.02025	18386	50005403781	4787.222	4791.998	-4.776	0	0	
YLR336C	0.1028	20598	50001031212	5790.206	5777.292	12.914	0	0	
YHL032C	0.02089	15582	50005818465	4079.032	4095.225	-16.193	0	0	
YLR340W	16.8	5354	50005374564	1446.234	1449.246	-3.012	0	0	
YDR035W	1.482	8360	50001083583	1774.019	1779.674	-5.655	0	0	
YER162C	0.02052	16692	50000947481	4474.194	4472.345	1.849	0	0	
YHL033C	8.522	5329	50031824016	1156.306	1162.199	-5.893	0	0	
YER163C	0.2721	5185	50003872663	1045.992	1044.921	1.071	0	0	
YHL034C	3.247	6397	50009601974	1357.570	1360.019	-2.449	0	0	
YLR341W	0.02367	11344	50003149881	2435.606	2434.137	1.469	0	0	
YOR326W	0.3971	34238	50000587194	14862.728	14837.329	25.398	0	0	
YDR036C	0.2092	11100	50002295299	2574.370	2588.209	-13.839	0	0	
YOR327C	1.04	2530	50055225331	487.978	488.329	-0.351	0	0	
YDR037W	2.637	12267	50002551684	3178.679	3191.949	-13.271	0	0	
YJR090C	0.03743	26738	50000271555	8626.697	8590.853	35.844	0	0	
YBL047C	0.1308	30799	50010372420	11660.867	11740.004	-79.137	0	0	
YBL049W	0.01603	3149	50019238440	593.108	593.190	-0.083	0	0	
YBL050W	0.5489	6865	50009981938	1354.093	1354.314	-0.221	0	0	
YNL139C	0.02951	36589	50000899624	15540.292	15596.286	-55.994	0	0	
YDR038C	0.2192	24878	50000811029	7716.972	7745.298	-28.326	0	0	
YNL141W	0.6176	8029	50000655472	1649.366	1652.529	-3.163	0	0	
YER164W	0.07936	32434	50002334473	13101.706	13167.914	-66.208	0	0	
YJR091C	0.05285	24779	50010670828	7797.147	7829.920	-32.773	0	0	
YBL051C	0.1382	15321	50000524766	3775.232	3791.646	-16.414	0	0	
YNL142W	0.1089	11183	50005936673	2547.400	2562.890	-15.491	0	0	
YER165W	1.368	12525	50000424398	3073.331	3099.393	-26.062	0	0	
YOR328W	0.02238	35005	50001860760	14828.399	14839.047	-10.648	0	0	
YHL035C	0.03637	36714	50000369606	15264.071	15243.314	20.756	0	0	
YNL144C	0.01646	17109	50003062629	4370.515	4365.701	4.814	0	0	
YNL145W	6.984	856	50030439969	156.760	156.833	-0.073	0	0	
YNL146W	0.02972	2320	50002973126	422.663	422.336	0.327	0	0	
YBL052C	0.02425	18789	50007040488	5175.957	5153.218	22.739	0	0	
YNL147W	0.431	2429	50032820408	452.547	453.217	-0.669	0	0	
YNL148C	0.04424	5447	50046103794	1157.759	1155.956	1.803	0	0	
YNL149C	0.8717	2732	50005262386	551.868	552.634	-0.765	0	0	
YNL151C	0.3749	6116	50011098380	1140.421	1141.326	-0.905	0	0	
YHL036W	0.03149	12455	50000703848	2878.924	2884.518	-5.594	0	0	
YBL054W	0.1985	11854	50008263306	2753.867	2759.953	-6.086	0	0	
YNL152W	0.03112	9070	50001299346	2023.327	2023.302	0.025	0	0	
YNL153C	0.6243	2870	50012324119	552.152	552.529	-0.377	0	0	
YBL055C	0.3937	9471	50000249434	2069.833	2067.103	2.730	0	0	
YOR329C	0.06994	19470	50006428315	5565.334	5563.127	2.207	0	0	
YHL038C	0.08246	13990	50001789976	3495.681	3489.711	5.970	0	0	
YNL154C	0.4053	12417	50000343666	2896.053	2905.441	-9.388	0	0	
YBL056W	0.3008	11013	50004587620	2370.029	2373.445	-3.416	0	0	
YNL155W	0.09259	6201	50010204043	1258.740	1260.568	-1.827	0	0	
YBL057C	0.3659	4711	50000093631	953.407	952.880	0.527	0	0	
YDR039C	0.6769	24247	50001869719	7711.084	7705.048	6.036	0	0	
YNL156C	0.6195	6937	50010400403	1388.930	1390.185	-1.255	0	0	
YNL157W	1.148	3836	50016474289	732.440	731.490	0.950	0	0	
YNL158W	0.05586	4461	50011857421	876.141	875.123	1.018	0	0	
YHL039W	0.1847	13675	50001117834	3161.587	3163.722	-2.136	0	0	
YBL058W	1.221	9370	50001723133	2099.967	2098.476	1.491	0	0	
YNL159C	0.05426	6593	50022038751	1336.698	1336.029	0.669	0	0	
YBL059W	0.05225	4230	50003224512	852.452	852.210	0.242	0	0	
YNL160W	2.351	8212	50007608066	1675.641	1685.371	-9.730	0	0	
YHL040C	0.2174	13949	50006788334	3428.731	3460.524	-31.793	0	0	
YHL042W	0.01932	3312	50017034517	648.113	648.596	-0.483	0	0	
YHL043W	0.007504	3759	50040442833	741.638	741.802	-0.164	0	0	
YJR092W	0.0438	32685	50003770895	12878.310	12862.228	16.081	0	0	
YHL044W	0.02909	5644	50019172144	1058.831	1059.967	-1.136	0	0	
YHL046C	0.2809	2713	50002365195	509.518	511.347	-1.829	0	0	
YBL060W	0.02252	15650	50002858034	3931.105	3927.757	3.348	0	0	
YJR093C	0.08286	7355	50007366961	1548.656	1546.724	1.932	0	0	
YJR094C	0.01165	8675	50000861598	1734.604	1735.563	-0.959	0	0	
YJR094WA	15.76	1891	50001168114	385.813	386.242	-0.429	0	0	
YLR342W	0.6748	35823	50002490119	20922.629	20685.017	237.611	0	0	
YNL161W	0.07264	16503	50006419962	4482.761	4494.248	-11.487	0	0	
YNL162W	11.26	2184	50024685309	447.528	448.604	-1.077	0	0	
YJR095W	0.02685	7097	50005635783	1509.468	1515.550	-6.082	0	0	
YJR096W	0.1646	6168	50003642498	1299.869	1302.495	-2.627	0	0	
YJR097W	0.04013	4112	50000557134	752.204	752.295	-0.091	0	0	
YHL047C	0.1052	14268	50000047468	3528.560	3529.649	-1.089	0	0	
YBL061C	0.2492	15776	50004913803	3993.656	3992.077	1.579	0	0	
YHL048W	0.2328	8514	50004964795	1857.195	1853.786	3.410	0	0	
YLR343W	0.01113	12962	50000987936	2952.326	2951.438	0.887	0	0	
YOR330C	0.02102	27922	50001905351	9913.521	9896.359	17.162	0	0	
YDR040C	0.009765	24940	50000342995	7710.660	7770.900	-60.240	0	0	
YLR344W	1.746	2728	50046219640	540.982	542.672	-1.690	0	0	
YDR041W	0.3178	4641	50025625636	900.795	901.587	-0.792	0	0	
YOR332W	2.816	5034	50000803431	1046.821	1048.185	-1.364	0	0	
YHL049C	0.02785	6400	50005910810	1246.199	1244.167	2.031	0	0	
YDR042C	0.02962	4697	50034340127	887.864	886.956	0.908	0	0	
YDR043C	0.02253	5254	50018604803	1043.245	1039.824	3.421	0	0	
YDR044W	0.3184	7090	50007615427	1541.728	1550.653	-8.925	0	0	
YDR045C	0.5481	2577	50047018416	466.410	466.736	-0.326	0	0	
YLR345W	0.0418	11433	50003276702	2649.992	2648.928	1.063	0	0	
YJR098C	0.01141	15178	50001077233	3677.571	3676.011	1.560	0	0	
YOR334W	0.01489	10538	50000443633	2392.019	2392.066	-0.046	0	0	
YLR346C	0.1828	2182	50074307525	426.750	426.706	0.045	0	0	
YJR099W	0.1667	5484	50002481734	1065.519	1064.296	1.224	0	0	
YER166W	0.05416	35850	50000532948	14814.398	14865.476	-51.079	0	0	
YJR100C	0.1553	7537	50016618988	1544.236	1544.294	-0.059	0	0	
YJR101W	0.2967	6225	50003914362	1218.356	1216.902	1.454	0	0	
YJR102C	0.0428	4422	50004437985	895.958	896.015	-0.056	0	0	
YHL050C	0.03239	15606	50005234140	4027.679	4005.499	22.180	0	0	
YDR046C	0.3891	13689	50001665473	3281.681	3287.545	-5.864	0	0	
YHR001W	0.3467	9780	50003055048	2182.551	2186.790	-4.238	0	0	
YHR001WA	0.5067	1665	50023282645	322.059	321.925	0.134	0	0	
YDR047W	0.4311	7892	50010479453	1734.342	1736.560	-2.218	0	0	
YHR002W	0.01884	8102	50020669522	1712.463	1712.304	0.159	0	0	
YJR103W	0.1883	12658	50010262296	3007.936	3015.124	-7.188	0	0	
YJR104C	9.175	3515	50009065833	663.464	665.042	-1.579	0	0	
YHR003C	0.2286	9392	50006867866	2135.707	2134.047	1.659	0	0	
YJR105W	4.591	7644	50004854223	1601.906	1606.186	-4.280	0	0	
YLR347C	0.2498	19258	50004508808	5371.578	5392.877	-21.298	0	0	
YER167W	0.05243	19338	50000616225	5337.975	5341.305	-3.330	0	0	
YNL163C	0.2065	25227	50001460194	8011.718	8013.467	-1.750	0	0	
YBL063W	0.01836	25722	50000163592	8074.178	8072.019	2.159	0	0	
YDR049W	0.07842	14071	50000156340	3512.134	3512.066	0.067	0	0	
YLR348C	0.2623	6519	50025721215	1383.904	1386.496	-2.592	0	0	
YDR050C	64.7	2885	50016044364	1114.614	1114.946	-0.332	0	0	
YLR350W	1.648	4794	50012079621	963.392	962.233	1.159	0	0	
YBL064C	0.4562	5976	50012344773	1188.758	1191.168	-2.410	0	0	
YNL164C	0.163	7941	50003257290	1684.493	1681.912	2.580	0	0	
YHR004C	0.01217	10407	50000779478	2242.957	2242.069	0.888	0	0	
YLR351C	0.598	6565	50001311469	1348.904	1348.233	0.671	0	0	
YDR051C	0.3354	7559	50000433199	1584.815	1584.153	0.662	0	0	
YER168C	0.1321	12651	50013347844	2895.761	2888.975	6.786	0	0	
YNL165W	0.05088	9032	50004094491	2003.190	1997.405	5.785	0	0	
YHR005C	0.7056	10806	50002656903	2401.759	2400.504	1.254	0	0	
YHR005CA	0.7231	2082	50041244462	391.239	391.468	-0.229	0	0	
YOR335C	1.889	19885	50002987602	6226.555	6243.789	-17.234	0	0	
YNL166C	0.2123	10127	50001793055	2254.560	2254.264	0.295	0	0	
YJR106W	0.006399	16696	50000400117	4225.502	4210.946	14.556	0	0	
YJR107W	0.1163	7485	50000343123	1550.337	1548.698	1.639	0	0	
YJR108W	0.009843	2774	50001656454	524.967	525.274	-0.308	0	0	
YHR006W	0.02632	11964	50000279815	2864.317	2859.324	4.993	0	0	
YDR052C	0.02202	15972	50000817761	4070.752	4067.114	3.638	0	0	
YDR054C	0.1271	6831	50003119398	1372.047	1372.431	-0.385	0	0	
YLR352W	0.02288	18780	50002777570	4927.324	4934.857	-7.533	0	0	
YER169W	0.05023	17599	50004845325	4855.066	4839.468	15.598	0	0	
YNL167C	0.05825	14934	50001362336	3630.172	3616.627	13.545	0	0	
YER170W	0.05965	4867	50055104964	1010.411	1008.429	1.983	0	0	
YNL168C	0.4069	5929	50002258625	1180.045	1180.609	-0.563	0	0	
YHR007C	5.589	10151	50009427824	2749.803	2761.396	-11.593	0	0	
YDR055W	1.811	10465	50001174306	2200.215	2207.951	-7.737	0	0	
YHR008C	0.9132	5296	50018856086	1045.687	1047.830	-2.143	0	0	
YDR056C	0.4697	4662	50005334244	909.093	909.810	-0.717	0	0	
YLR353W	0.02345	13329	50001691532	3299.086	3286.269	12.817	0	0	
YNL169C	0.2605	11333	50010336727	2580.540	2580.964	-0.424	0	0	
YHR009C	0.1105	11865	50001507532	2725.019	2727.987	-2.969	0	0	
YLR354C	1.979	7325	50001107771	1573.615	1581.649	-8.035	0	0	
YDR057W	0.09515	12395	50004044843	2869.636	2864.727	4.909	0	0	
YHR010W	21.54	2720	50008653832	582.173	583.254	-1.081	0	0	
YBL066C	0.004556	26179	50001100165	8506.197	8508.969	-2.772	0	0	
YDR058C	0.09169	7588	50002165748	1539.771	1539.212	0.559	0	0	
YDR059C	0.1998	3288	50008315310	638.490	639.113	-0.624	0	0	
YER171W	0.07347	17066	50000192044	4666.796	4676.851	-10.055	0	0	
YLR355C	7.207	7590	50000529750	1909.987	1918.811	-8.824	0	0	
YHR011W	0.03641	10055	50003107543	2243.612	2239.680	3.931	0	0	
YLR356W	0.1795	4527	50002674641	869.541	869.617	-0.076	0	0	
YHR012W	0.276	6663	50001168972	1300.385	1300.843	-0.458	0	0	
YHR013C	0.463	5483	50003351312	1074.065	1074.756	-0.691	0	0	
YHR014W	0.02031	6406	50006700564	1354.817	1351.002	3.815	0	0	
YBL067C	0.03293	17433	50002698346	4418.974	4416.401	2.573	0	0	
YBL068W	0.8548	7797	50000551647	1538.352	1541.871	-3.519	0	0	
YJR109C	0.2238	25574	50000719895	8003.927	8075.350	-71.423	0	0	
YHR015W	0.014	15066	50001611007	3716.327	3709.842	6.485	0	0	
YBL069W	0.1316	9790	50005905614	2128.542	2128.829	-0.287	0	0	
YBL072C	45.62	2452	50015698025	880.244	880.770	-0.527	0	0	
YLR357W	0.0593	19388	50002032756	5697.094	5700.154	-3.060	0	0	
YOR336W	0.09288	31733	50003762750	11499.123	11480.962	18.161	0	0	
YHR016C	0.1182	10845	50003428529	2375.923	2381.414	-5.491	0	0	
YBL074C	0.01929	8105	50001261151	1703.800	1702.038	1.763	0	0	
YHR017W	0.1058	8753	50001266646	1875.006	1872.263	2.742	0	0	
YJR110W	0.01057	16021	50003998675	3942.993	3937.563	5.430	0	0	
YJR111C	0.1583	6440	50016965700	1305.608	1306.453	-0.844	0	0	
YDR060W	0.3249	23540	50000306169	7059.742	7080.318	-20.576	0	0	
YLR359W	2.102	10440	50001375902	2451.281	2460.316	-9.036	0	0	
YJR112W	0.1761	4608	50004424467	893.351	892.127	1.224	0	0	
YJR113C	0.4848	5092	50024628535	1118.848	1119.132	-0.285	0	0	
YJR115W	0.05621	3910	50029955917	737.843	737.031	0.811	0	0	
YHR018C	1.547	10366	50002860350	2333.629	2341.533	-7.904	0	0	
YJR116W	0.1933	6257	50008153541	1283.681	1286.242	-2.561	0	0	
YBL075C	0.01038	14294	50002607614	3605.654	3611.597	-5.943	0	0	
YLR360W	0.021	10226	50010355922	2201.516	2196.277	5.239	0	0	
YDR061W	0.1541	12344	50005413949	2850.943	2847.140	3.803	0	0	
YOR337W	0.03814	17624	50001971827	4526.428	4523.785	2.643	0	0	
YJR117W	1.025	10796	50016316293	2272.035	2280.948	-8.913	0	0	
YOR338W	0.04399	8113	50002199271	1751.871	1752.720	-0.848	0	0	
YJR118C	0.1613	4918	50012859279	900.956	901.304	-0.348	0	0	
YOR339C	0.009093	3530	50019144734	676.729	676.754	-0.025	0	0	
YLR361C	0.06047	13421	50001793325	3112.727	3111.592	1.135	0	0	
YOR340C	0.7156	7694	50012901836	1536.168	1537.666	-1.498	0	0	
YHR019C	2.002	12179	50003423695	2911.964	2929.754	-17.790	0	0	
YDR062W	0.9998	12678	50002885279	2973.207	2983.306	-10.098	0	0	
YDR063W	0.5166	3109	50002517028	643.675	644.169	-0.493	0	0	
YDR064W	4.722	3216	50049027414	650.296	652.504	-2.209	0	0	
YDR065W	0.005033	8229	50000408328	1762.288	1760.977	1.311	0	0	
YDR066C	0.07147	4476	50000603813	868.364	867.573	0.791	0	0	
YDR067C	0.06108	4907	50002475761	1005.156	1003.254	1.901	0	0	
YJR119C	0.01017	17166	50000212514	4263.176	4260.335	2.841	0	0	
YJR120W	0.0959	2593	50000491561	494.133	493.442	0.691	0	0	
YDR068W	0.2656	7094	50014476949	1451.884	1451.762	0.122	0	0	
YLR362W	0.07193	16301	50000583539	4154.232	4161.815	-7.583	0	0	
YLR363C	0.04404	5017	50021729381	973.353	973.982	-0.629	0	0	
YLR364W	0.5228	2383	50000740886	461.837	461.760	0.077	0	0	
YLR367W	2.23	2844	50028703327	554.400	555.871	-1.471	0	0	
YHR020W	2.289	13853	50003389737	3878.945	3899.390	-20.445	0	0	
YHR021C	25.55	1683	50082727742	342.646	343.134	-0.489	0	0	
YHR021WA	0.01339	3590	50021987569	653.277	652.150	1.127	0	0	
YHR022C	0.01021	6019	50021331394	1164.889	1165.128	-0.240	0	0	
YJR121W	1.194	11300	50004677763	2618.187	2639.196	-21.010	0	0	
YLR368W	0.04015	13785	50003991177	3280.845	3267.543	13.302	0	0	
YJR122W	0.0501	11515	50000204785	2569.080	2565.798	3.282	0	0	
YJR123W	21.67	3670	50002031185	1001.231	1002.650	-1.419	0	0	
YBL076C	1.223	22789	50000079246	7456.279	7485.559	-29.280	0	0	
YBL078C	0.1408	2572	50026298686	497.775	498.205	-0.430	0	0	
YNL172W	0.03938	40318	50000112390	18601.926	18464.131	137.795	0	0	
YJR124C	0.1524	10043	50003286356	2243.761	2245.724	-1.963	0	0	
YDR069C	0.01475	21578	50001158290	6054.418	6053.684	0.734	0	0	
YLR369W	0.01832	14870	50000171460	3676.302	3680.093	-3.790	0	0	
YDR070C	0.04817	2067	50001220043	391.450	391.914	-0.464	0	0	
YLR370C	0.7238	4213	50066766179	780.219	780.640	-0.422	0	0	
YDR071C	1.324	4311	50050106823	840.166	841.376	-1.209	0	0	
YNL173C	0.07388	8000	50008259679	1759.482	1764.420	-4.939	0	0	
YJR125C	0.3901	9467	50000247569	2006.732	2011.339	-4.607	0	0	
YNL175C	0.9803	8878	50012707588	1976.628	1977.484	-0.857	0	0	
YDR072C	0.6045	12532	50002284067	2759.229	2760.826	-1.597	0	0	
YDR073W	0.00903	3984	50053859197	739.213	738.573	0.640	0	0	
YNL176C	0.05145	14161	50001719936	3536.404	3525.745	10.659	0	0	
YNL177C	0.1524	6538	50000678162	1445.349	1444.681	0.668	0	0	
YJR126C	0.1217	18524	50004778666	4968.351	4962.238	6.114	0	0	
YNL178W	42.07	2946	50022679995	1076.311	1076.674	-0.363	0	0	
YNL180C	0.2034	7627	50010228939	1568.316	1566.411	1.905	0	0	
YNL181W	0.2458	8825	50000124649	2001.407	2005.176	-3.769	0	0	
YDR074W	0.2234	20121	50001896055	5700.172	5745.056	-44.884	0	0	
YDR075W	0.04804	7182	50000268330	1440.361	1438.899	1.462	0	0	
YNL182C	0.2273	13014	50003067739	2945.883	2948.621	-2.738	0	0	
YDR076W	0.02143	9376	50002784995	2001.981	1995.126	6.855	0	0	
YDR077W	11.13	5984	50004497836	1587.821	1590.756	-2.935	0	0	
YER172C	0.01501	49120	50000905248	30023.081	29926.535	96.546	0	0	
YDR078C	0.02176	5467	50006145141	1000.225	999.428	0.797	0	0	
YDR079W	0.3236	2434	50020293122	471.713	471.407	0.306	0	0	
YLR371W	0.03078	31375	50001863758	11322.876	11356.256	-33.380	0	0	
YNL183C	0.05376	18182	50007265665	4762.253	4767.633	-5.380	0	0	
YER173W	0.01978	14907	50003560950	3726.581	3719.942	6.639	0	0	
YNL185C	0.09847	3499	50008057658	684.936	684.961	-0.025	0	0	
YLR372W	3.827	7842	50000532173	1630.239	1635.373	-5.134	0	0	
YER174C	0.3406	5607	50023750970	1104.827	1104.870	-0.043	0	0	
YER175C	0.03721	6670	50028125911	1393.560	1391.498	2.062	0	0	
YBL079W	0.0541	34815	50000067118	13620.037	13631.010	-10.972	0	0	
YOR341W	0.2898	36506	50001637950	16346.285	16505.461	-159.176	0	0	
YBL080C	0.0104	12710	50003258509	2861.253	2861.670	-0.417	0	0	
YOR342C	0.2374	7242	50008589969	1500.858	1501.997	-1.139	0	0	
YDR080W	0.03934	23200	50000886489	6705.633	6701.769	3.863	0	0	
YOR344C	0.1074	6511	50016042502	1349.223	1350.385	-1.162	0	0	
YBL081W	0.2555	8707	50009984823	1774.822	1776.760	-1.939	0	0	
YNL186W	0.2619	17817	50002567111	4778.588	4791.627	-13.039	0	0	
YJR127C	0.03157	31515	50000432888	11788.808	11762.107	26.701	0	0	
YJR129C	0.009835	7644	50008759631	1612.157	1611.443	0.714	0	0	
YNL187W	0.006998	8177	50006513229	1715.769	1710.304	5.465	0	0	
YBL082C	0.1841	10450	50004673021	2316.732	2316.621	0.111	0	0	
YHR023W	0.01119	43566	50002712264	23137.091	23160.833	-23.742	0	0	
