Gene,Expression_rate
YKR057W,2607.28078435523
YBL058W,1946.06750896469
YPL240C,4932.62358235955
YJL004C,13937.8203283192
YOR104W,7217.04337266864
YPL246C,4564.73246813931
YDL170W,7953.56500883725
YCL056C,8923.86529530608
YNL141W,14333.374357115
YPL277C,2506.90182469081
YHR011W,19973.5852665575
YDR244W,7082.77200221559
YLR223C,17550.6681336699
YGR138C,7487.62956437779
YDR049W,11228.3805993162
YMR196W,23728.9760644277
YBR159W,3374.53784783938
YDR285W,12569.6556794167
YGL244W,5564.02949264703
YJR080C,23152.4157078002
YPR185W,6996.11179657968
YLR427W,4074.26652782055
YPL173W,14671.3761284669
YGL164C,12775.9323573513
YDR170C,4271.40280616857
YCR011C,1349.89194758908
YLR218C,4436.35737696597
YJL125C,1141.09067233168
YNL053W,746.519417071334
YOR350C,5843.60826162324
YBR201W,2017.73463989
YNL279W,2670.30833785941
YLR364W,10457.8973831341
YIR007W,27758.3937031397
YDR164C,712.287201911548
YDL177C,5021.59837923186
YNL029C,1509.39802034116
YMR028W,5561.06289188188
YKR007W,7493.79993840337
YPL243W,3775.7599089305
YDR306C,5389.66589194763
YER032W,1596.70075075086
YHR104W,8649.32801850273
YJR083C,1262.28526794262
YMR171C,3526.34364653918
YLR381W,16245.6292772689
YLR324W,13452.7858276642
YJR003C,1760.59287360164
YNL103W,2137.30492403177
YGL119W,3789.89748086668
YBR291C,996.100555064408
YPR117W,8115.62503289676
YNL064C,2034.81064671678
YJL141C,166.085670369516
YDR529C,2190.95411123818
YPR107C,1994.33209980163
YOL024W,1240.64829214735
YNL280C,8038.45226618187
YNL288W,932.14989449506
YKR036C,3130.40349254631
YFR003C,6632.54196868324
YNL152W,1148.97313803835
YBR267W,1630.72932216204
YJL013C,945.150074043118
YHL033C,2692.59197987687
YHR203C,2726.49803321236
YBR176W,3040.02130552359
YCL036W,1503.44862255854
YNL068C,3504.09771783319
YOR178C,3061.74927453611
YER005W,5962.49271618414
YGL090W,9432.3090150168
YBR133C,1957.3437102303
YMR096W,1592.26093310455
YDL018C,3071.61148021159
YKL190W,241.421217547762
YDR414C,1507.80455367664
YLR227C,3842.34842319416
YBL030C,5527.52378540603
YML071C,3952.21966146374
YDL063C,1281.65480626067
YPR073C,306.68604687127
YKL025C,2354.50287502011
YEL035C,5293.51070672707
YGL229C,6757.86322135442
YBR245C,1050.8508347916
YMR128W,1490.50497921491
YPR113W,746.408069479564
YHR165C,25514.1851317343
YNL317W,13898.7963017608
YLR049C,484.769217122262
YMR002W,8531.25542012342
YLR249W,2431.67558651879
YBR210W,51436.2042771562
YDL203C,7323.10306584688
YJL134W,2335.5434752928
YOR288C,5170.43880342668
YBR125C,9674.23591414984
YNL135C,5164.01454534101
YGR199W,3516.0661219756
YGL116W,3023.19506176285
YOR174W,2114.62991010585
YBR235W,25255.7828063578
YFR026C,8648.3659816687
YGR207C,1760.60461258458
YGR258C,18661.0113420207
YER077C,2547.10339396248
YBL074C,700.262013852614
YOR380W,3155.37846474464
YDL093W,6181.73445253506
YKL055C,8628.37745021712
YJR017C,5666.40784790123
YKL054C,2112.69690162943
YGL230C,69744.0286183857
YNR016C,1148.36223270655
YLR304C,5717.50321732446
YMR012W,5501.23143352306
YGL221C,4290.47522987086
YPL223C,9808.06133610176
YNL302C,5613.65035648247
YPR198W,1871.03133317857
YFR051C,141.383280177387
YDR532C,46596.2287868227
YDR127W,3149.16306313032
YOL056W,1261.67376217837
YOR162C,3408.43508788125
YIL158W,2882.91855995327
YGL195W,6455.31341557714
YER031C,11671.2724984885
YDL022W,12175.183827969
YOR059C,2922.78730807778
YAR064W,11329.4043151864
YNL125C,2935.23403063305
YER067W,5160.91157113761
YER132C,2309.98110706417
YLR189C,5607.01166490192
YOR208W,6554.46279513354
YNL157W,8674.36274831947
YHR136C,4003.63934906725
YDR185C,5848.53962236563
YER048C,3388.58139889653
YFR041C,13895.9923643313
YPL265W,4705.67070776715
YPL140C,23523.0511770435
YMR090W,763.996121072214
YMR239C,679.531868581399
YDR398W,9711.80810747388
YLR390W,19169.1515217107
YNL183C,8919.70179511003
YOL078W,2305.63889558646
YHR126C,35198.8308339003
YAL032C,1850.53988101653
YOL109W,18029.4733087285
YNR066C,4160.88369522738
YEL040W,2825.26869432476
YOL113W,1336.8629148682
YBR037C,1906.29156173062
YHL018W,35370.8224213258
YDL219W,5068.28214137009
YOR384W,4854.62944893203
YER092W,1633.74368182266
YCR018C,2102.41228737965
YCL011C,2652.54881229515
YDR217C,235.920229886016
YBR083W,1360.69752664592
YLR290C,396.638935925914
YDR099W,2662.73454087217
YBL084C,6895.63256017284
YOL033W,6334.45399581013
YGL209W,6260.30128004864
YAL010C,6757.35842150891
YHR182W,14579.1459431125
YOL141W,3001.19804771377
YGL154C,4806.90720717602
YLR145W,1185.44486863593
YGR266W,13836.8149165189
YER070W,4835.33617971356
YOR211C,5546.82460945411
YIL124W,3318.05669224053
YIL119C,2807.01894173245
YHR069C,8870.08922281205
YDL180W,11365.4782101245
YDR145W,1487.10263822784
YPL040C,5293.78059970649
YPL162C,4866.64615434536
YER114C,20468.6280802116
YLR413W,5529.47068669795
YNL039W,1253.95003618261
YGL172W,16955.2279679652
YDR375C,20387.3080977573
YNL287W,1268.38263505329
YNL272C,619475.443259452
YML107C,2327.05848750698
YDL195W,57467.0067663954
YLR072W,7685.68873765052
YHR007C,12752.6884062847
YDR430C,13177.8211652943
YNL113W,5230.44470296366
YCR067C,3790.44071410642
YMR088C,6628.81631419959
YML031W,1327.40284130915
YBR117C,3375.63196959773
YMR126C,17691.6783349044
YPL179W,12301.5175589562
YKL101W,48484.3948311985
YNL307C,1333.45267997129
YCR042C,7332.27486996687
YDR319C,6648.72058858248
YJL089W,3378.41020885093
YBL005W,2833.36613168462
YGR255C,1527.5200964849
YKR094C,24067.3958214015
YDL119C,33887.3247984853
YPL170W,7245.20490896179
YGL194C,14828.4598636618
YLR043C,4661.18654835677
YDR407C,23849.819782523
YPR109W,1915.99816057312
YKL145W,2270.54296073922
YDL232W,2214.22692017666
YKL179C,3944.89893637853
YDL087C,13682.244404874
YIR005W,403.07249674792
YJL024C,13612.8720062336
YGR071C,3244.56759217329
YLR088W,2377.21377042549
YLR211C,9353.5443058527
YDL005C,2073.11403898082
YOL093W,2338.93760945968
YDR138W,4752.4974927613
YDL021W,2494.47178976145
YDL200C,461.202302407188
YAR042W,10667.2397979049
YJL157C,607.765193567474
YBR059C,2015.01595498636
YER028C,711.926004110676
YPL096W,2922.47003506418
YOL148C,1128.0808054647
YMR075W,7550.80792931329
YDL092W,2021.88430154583
YOR160W,1320.05007016196
YOR374W,30365.775048783
YOR209C,9816.0501432713
YOL108C,6761.53188256887
YMR237W,11574.8920736497
YJL201W,659.26280061562
YOR077W,677.285459119863
YJR066W,2926.77728651727
YJL072C,13140.9179629856
YNL083W,11611.8265877646
YLL036C,4025.93148225899
YDR296W,17888.9021704196
YJL214W,2114.96155900299
YGR212W,780.96858002872
YKL045W,1461.76223519417
YDR228C,3848.02528335288
YDR067C,6316.626127631
YLR275W,7313.85168128272
YPL212C,8995.67989476609
YGL027C,331.107422053728
YGR035C,3425.08440816756
YDR028C,3490.81847541788
YPL049C,8096.26475817128
YMR018W,22839.4030603831
YDL074C,417.033469666735
YHR008C,3327.23612484091
YGL030W,4091.28629007272
YLR075W,12840.2615188677
YOL095C,2103.81367995822
YNL286W,6090.22052293834
YHL031C,10585.6852363624
YLR199C,6807.60541496327
YOR368W,19966.8185928806
YLL010C,15587.7627818229
YHR200W,1758.77582949342
YHR045W,665.511405112628
YPR074C,6116.36507227064
YPL100W,11091.6176870388
YDR369C,796.70085993459
YBR048W,5866.32951295816
YGR165W,2417.55455080309
YPL128C,4454.65269654373
YLR459W,3896.57090985028
YML011C,628.809581661242
YLR149C,10501.0267441953
YKL207W,8102.13172188611
YMR158W,8134.57131800834
YBR254C,14194.4448195501
YDR427W,9166.79407349489
YBR191W,8791.19653205912
YNL159C,5051.24529813541
YJR051W,299.043348106471
YDR126W,1667.85174496155
YIL154C,5225.69849181867
YOR036W,1077.05874772505
YLR392C,19524.5227593454
YPL268W,567.282305439293
YNL142W,5990.09830036495
YKL205W,3876.19323056382
YDR508C,7500.00251141668
YPR155C,2940.85983720466
YLR405W,5021.93236223097
YGR168C,1302.73669690265
YDL116W,6394.63252281268
YJR125C,6298.69538235373
YER022W,398.159764137447
YCR095C,15613.6363968987
YAR071W,3257.88792994177
YMR166C,10360.1131465673
YBR241C,7305.43688578607
YBL029W,973.349715996777
YER143W,616.157149647903
YKL187C,12319.2126206736
YDR403W,5488.04727647285
YDL159W,28972.2689460146
YNL263C,11866.7987489358
YML069W,759.078947461671
YHR033W,1007.74950959326
YPL172C,971.315456647438
YPL274W,13276.1062549433
YPR182W,7202.58544979424
YCR106W,4170.62991583694
YLR251W,4851.15377287278
YIL069C,1048.79006721989
YLR320W,7002.37485575588
YJL127C,1885.2247310076
YOL058W,6778.65192931093
YDR055W,7759.90490590439
YIL098C,9497.92140631379
YNL309W,9738.63391061492
YDL108W,11582.7702312573
YGR127W,3129.08668953132
YMR316W,21783.2158026441
YPL252C,17763.0337784198
YOL151W,9365.31265953672
YMR069W,2778.21238001316
YLR003C,25457.1961549535
YNR047W,12036.3469729163
YDR259C,6667.41264804821
YGR283C,1064.78453833117
YLR240W,9074.53072991495
YDR242W,5175.14784784293
YNL182C,32961.8315720109
YDR191W,11820.1270920986
YML082W,17656.9315055254
YKL133C,5425.26550323716
YBL041W,4097.34079203722
YNL090W,23007.4141125828
YIL133C,4113.1426438708
YML052W,11737.6742462977
YIL161W,28927.8779944439
YNL002C,15419.5436560469
YIR015W,9338.36666600669
YDR248C,1284.87026662131
YJL155C,2665.34578039336
YNL124W,141.808448005648
YLR250W,4586.19373928839
YDL210W,4042.96942307572
YDL201W,7272.82140274405
YJL131C,3753.69424349939
YJL206C,576.046934775237
YDR074W,816.553040734418
YJR155W,17876.4905991664
YIL115C,995.507560168714
YAL054C,3646.33396012931
YMR223W,2846.75184020558
YGL122C,2436.94452860779
YBL082C,5194.24872247158
YMR221C,1987.3472190432
YJL218W,8276.71036594033
YHR179W,35605.7576604246
YBR065C,8834.23182822248
YHR062C,3124.32263012105
YKL178C,452.516140290149
YOR046C,3920.21905397616
YHR067W,7944.15461137511
YHR030C,2891.45037543034
YER133W,3970.44891599926
YMR253C,2065.12561414927
YOR038C,5280.04420718009
YNL289W,2033.50978573496
YLR297W,6028.34944497976
YIR030C,6392.6335111342
YNL314W,1362.38559642782
YKL001C,2362.58306446855
YOR247W,8447.17700102442
YGR062C,5622.79428980138
YDL155W,3089.06245389931
YPL149W,1047.56164692268
YAR031W,11593.8720707811
YFL030W,688.926570862038
YBR096W,2048.69825843845
YPL180W,4095.56656004487
YLR011W,6709.84579340701
YPL177C,3571.25758785725
YJL180C,1328.51392869945
YGL245W,4347.88879513528
YBR202W,1550.28996594334
YLR393W,2476.9241135466
YGR117C,1218.5605532463
YML099C,70272.9025083241
YKL122C,3284.64365281316
YPR082C,5203.96917812553
YML028W,2421.45506382351
YLR153C,40542.5427477294
YDR281C,4265.46529148661
YDR310C,2303.59243974804
YDR353W,3118.13941609757
YOR232W,999.018741466036
YPL054W,3240.52492771821
YNL085W,10637.7670299412
YOR328W,30212.8709592305
YDR397C,2343.59777411248
YKL170W,839.905230565912
YKR079C,4801.5103094749
YPL176C,6946.70258254145
YCR014C,12392.4342369205
YDR273W,1109.87047118418
YDR437W,7725.23114539629
YNL027W,8545.04530122647
YNL257C,663.79837336586
YKR059W,3712.49574108352
YGL240W,1385.84354344713
YFR030W,1844.84357666733
YOL027C,6526.09065833696
YDL205C,6573.70225898267
YJL084C,2968.37410024463
YKR024C,11469.0912559051
YIL143C,1631.02988133767
YMR017W,3115.77453307201
YDL019C,7191.00516718497
YKL171W,4081.71108697402
YJR117W,2676.98068638811
YOR147W,2861.35551549902
YKL010C,930.663866212264
YGL023C,10185.9530259406
YMR163C,1583.23623138977
YGR295C,3863.33080753653
YAL060W,2354.90443861682
YBR095C,2935.84979186893
YJL071W,6867.88595920437
YEL004W,2478.28088813008
YOR191W,19678.5789358623
YOR346W,2551.82281131493
YPR194C,2773.30717126568
YDR370C,34129.0330125654
YDR424C,4183.74980999046
YML047C,1180.14683424624
YLR238W,4739.9070687776
YCR045C,2237.0822766125
YMR280C,704.969953860123
YPR080W,10614.7713278259
YJR141W,35144.2233547436
YBR108W,4112.2351037981
YLR286C,706.305489566734
YLR113W,8891.28490866746
YBR041W,18187.4281054438
YDR378C,18289.9298788414
YBR052C,1181.49335212421
YHR109W,2797.55287345389
YDR129C,12768.9845191203
YHR058C,5569.79216258574
YJL080C,1459.94782322072
YDR207C,820.134206542872
YGR287C,2356.78005638659
YNL020C,1542.99012716248
YOL034W,1502.82919162347
YPR025C,13017.9123909844
YFL031W,8302.96924178955
YHR057C,1136.15502062669
YFL045C,2634.30180896244
YLR034C,5865.56068897536
YCR059C,7342.82216867231
YML102W,28746.0422640375
YBR147W,2795.26810788697
YNL062C,5220.99676323849
YGR005C,7190.94100051993
YPL266W,17827.6257847873
YBR007C,9016.6531814017
YPL088W,5050.9850544646
YDR162C,1671.9922964448
YCR034W,5256.07294245667
YLR044C,2088.6931065109
YGR279C,22656.6439418903
YPL059W,11725.1153552701
YJL092W,13369.9910246385
YLL042C,2514.51441466051
YJL085W,560.223110481403
YOR186W,5794.24638269521
YOR156C,7944.29529867146
YHR086W,301.461950804363
YJL170C,3600.41845982574
YIL121W,4232.41730607814
YLL055W,2808.21517728554
YLR368W,2503.37128508692
YLR216C,548.21348336288
YKL082C,2901.78015879721
YIL157C,6417.69360257338
YLR325C,2095.51090725528
YOL038W,9605.90803377731
YIR001C,10142.320747646
YAL023C,10109.6436624935
YIL037C,5864.53766479428
YOL028C,2834.91954241991
YJL078C,15060.0638168313
YCL038C,2064.64697052836
YLR384C,20344.3559589219
YHR061C,19088.3539989644
YOR018W,747.731214146567
YLR248W,6558.11246942837
YLL039C,666.624454680373
YPL009C,10166.6582001876
YHR153C,1423.89235486372
YJL074C,5278.27788725944
YGL045W,10781.6563697209
YCL005W,1140.93419529058
YNL244C,3637.16503096029
YPL083C,4205.36057227008
YNL245C,38413.4431695526
YNR072W,2167.47672256716
YDR421W,3642.52325987301
YDL169C,5738.66456537228
YDR470C,2127.8581476976
YAL038W,1618.18830230101
YOR096W,659.550892356497
YOR004W,12594.2345258576
YOL025W,3498.85922497536
YKR043C,49464.6174047713
YBL045C,9640.41021171989
YHL025W,4086.49809020011
YJR002W,348.787628405036
YDL134C,7885.14302338335
YFL039C,600.480036916554
YGR067C,19459.8373493862
YPR067W,89782.9860867304
YOR179C,3854.10600915437
YNL131W,15056.1933487893
YIL079C,23436.2289322866
YDL139C,13557.4048738469
YKR072C,3572.52538610421
YKL041W,9864.74194582882
YLR418C,2600.40360478157
YDR434W,7376.44901512143
YIL134W,3791.60128603652
YLR082C,9300.81555509196
YLR036C,493.053443959755
YNL291C,6678.8703467458
YBL018C,49318.6991761021
YDR439W,8304.26682580449
YMR187C,10542.2138600119
YKL110C,4742.49357753676
YKL137W,2127.17517571175
YLR328W,1148.91448141155
YCL039W,2859.75357526856
YAL065C,3334.71156108994
YOL031C,2278.04972037388
YER066W,4685.37406317446
YLR351C,5444.11300749105
YGL066W,3258.55658770258
YKL013C,20630.0076381299
YKR075C,2879.49761913435
YBR289W,5612.01715060741
YMR111C,4598.90229515602
YCL064C,988.389096431235
YBR092C,4136.01631099497
YNR033W,1992.5101262828
YOL010W,6555.70619490915
YDR331W,17820.7782816934
YBR207W,874.35438822711
YCR008W,9259.50689304318
YHR121W,6305.09042207084
YAL048C,22110.1821769943
YBR157C,11650.7398821394
YMR165C,37498.9981851193
YJL116C,19894.0554457985
YDR201W,1890.74281962235
YNR034W,1030.10296030166
YNL281W,4214.38529668587
YDR388W,3258.24699128546
YGL255W,11949.4908386951
YJR034W,3047.74506292119
YDR321W,5595.6455535564
YLR344W,3450.90951368761
YBR255W,3780.79630828772
YFR001W,17590.8928006433
YMR276W,3080.68804309765
YML034W,35835.106679407
YNL225C,1370.00824825137
YBL013W,39097.4048204388
YNL194C,223.423409804517
YOR063W,15748.5636839849
YJR103W,12956.3601973429
YIL111W,2959.54952951043
YPL058C,3248.72409063791
YNR008W,4447.40794783616
YJL026W,5826.7685459811
YKR095W,5770.33577840904
YLR040C,5337.35632725687
YER095W,859.489501232977
YPR013C,824.97960693624
YIR014W,564.987387723519
YKL087C,707.288805513882
YOR236W,527.411041004964
YER002W,2421.5608904692
YLL041C,30539.7635458652
YHL013C,9053.6679873917
YGL250W,8558.86063248321
YER180C,1988.76724012033
YBR143C,2000.97171043267
YLR403W,42206.6280701205
YPR098C,1684.57711163035
YDR141C,54097.7387158692
YBR213W,2403.18663443592
YFR033C,8939.97240643641
YJL065C,3796.43018781755
YGL099W,197185.898216489
YLR401C,16272.2781011437
YBR163W,569.244351203572
YHL039W,7378.30976700424
YDR435C,3857.21178210572
YBR270C,22551.8223831385
YGL153W,4777.33010106926
YEL020C,4497.20880732318
YMR021C,8901.90374003633
YOL136C,11197.717392014
YDR026C,2482.13231946024
YOR009W,7872.55347250738
YDR536W,2722.51810704599
YGL076C,872.399457612515
YHR027C,4168.08769256478
YNR011C,471.146914510678
YMR309C,2741.51472665505
YGR109C,3309.11121626269
YDR534C,27678.4369984316
YJL110C,30188.2689337881
YLR110C,981.318006438713
YOR257W,860.658887278417
YPL032C,11252.0877090661
YOR189W,9577.75850433729
YDL082W,7661.5044453027
YBR106W,8512.32581427402
YDR140W,2167.85350269058
YMR040W,281.147838637892
YDL237W,8279.58568761669
YNL034W,18140.6857102604
YMR137C,1000.78340313435
YPR048W,1184.57333319385
YER054C,13431.3817974726
YGR082W,2036.39401077326
YJL031C,1161.87150938036
YJL183W,6070.40240740789
YAR015W,4301.92883975761
YFL052W,2659.50858638112
YJL216C,1034.2550690409
YDR073W,2200.95626449699
YJR082C,5191.55650041207
YML118W,4622.68110441119
YKL039W,6204.91397519985
YDR137W,29886.1184679066
YLR174W,5755.83839316341
YBR172C,1051.29258420422
YKL217W,6143.65358877521
YDR503C,18941.0447881575
YPR034W,828.609721000354
YOR197W,3316.22466617902
YOL138C,15990.5888361737
YGL130W,6032.90790364925
YOR008C,3232.14031634751
YDL212W,4676.58092699886
YML092C,2502.61002294389
YOR033C,7428.31800253455
YML053C,2059.39977237355
YKL175W,17917.9017973676
YPL239W,4029.51146897787
YNL189W,12800.2069109418
YDL001W,27395.2706041533
YBR276C,16198.3462545555
YPR157W,345.643925818082
YGL183C,9026.60823832016
YBR168W,2323.76740970591
YJR104C,12314.8767540445
YPR148C,5921.44564171256
YAL040C,17523.865356725
YNL256W,7977.3039204211
YMR147W,6168.43130246317
YAL024C,3719.34413329589
YJR129C,961.551574770406
YBR179C,2973.04952852801
YPR070W,6069.64222479018
YGL057C,9322.33225280903
YKR011C,22329.4572393872
YDR305C,23054.7855543786
YDR229W,4457.35404738206
YHR175W,807.200808347267
YDL176W,29860.3044097159
YDR004W,16371.3875344172
YOL006C,4944.5016211571
YLR425W,4133.34394984922
YLR383W,3043.19299722803
YGR021W,22811.6695473618
YLR183C,136704.292220446
YJL082W,5126.02170403535
YOR271C,16166.8104085391
YPL069C,8416.67996620602
YGR104C,6235.67663479305
YGL001C,3328.95652204976
YNL239W,4629.99631567459
YML061C,24307.3053164595
YDR076W,16088.8594980669
YML098W,7466.34488516952
YDR262W,3773.19683516918
YOR316C,1133.9023060838
YPL241C,28119.8444217337
YOR264W,7339.18311007531
YOL146W,22960.6418921293
YJL029C,6600.1307094537
YGL101W,25621.7757982717
YBR015C,5554.64846750164
YGR004W,1452.1784815278
YHR037W,10593.2327406552
YBR016W,34468.7696888251
YOL044W,286.885044327352
YDR180W,9621.38240688478
YMR226C,9672.62572159491
YJL069C,29016.4984343437
YGR150C,2892.21886663047
YHR031C,1453.05384807071
YGR201C,685.88310845778
YLR131C,6002.97137579622
YGR274C,10702.0007146458
YJL057C,18970.217840529
YAL037W,2322.96100730847
YNL104C,19571.8065053961
YGL151W,2306.64779620215
YLR397C,1796.22338882406
YML063W,7010.15284525666
YPL042C,3422.5486097827
YDR080W,1114.68570214168
YOL019W,5457.53757507304
YJL200C,9688.97329568286
YLR141W,22052.640611205
YDR395W,9520.03030013746
YBR183W,1489.36140288312
YCL048W,6416.81941315006
YGL224C,10267.5202558023
YDR161W,1985.4808327667
YMR290C,27107.5158477513
YBR297W,930.632575545072
YGL031C,5260.16231618753
YDR292C,50918.0755368235
YNR065C,2410.78526672634
YDR130C,14549.4759656146
YGR066C,6211.00794480233
YKL052C,10714.0809930393
YJL154C,2871.77604639502
YER105C,720.103659694812
YOL117W,13120.8887743918
YJR032W,3954.90459730504
YDL175C,1457.45918857968
YPR151C,56541.401236244
YEL049W,2404.78853421761
YNR032W,19115.9739385645
YJR041C,1196.95438712928
YDR345C,4233.51619219906
YOR378W,4725.74455750612
YOL059W,4676.54698312961
YIL004C,1004.45807926158
YPR047W,47305.9303061384
YIL046W,15337.922108939
YGR048W,3449.7163543873
YDR044W,69266.5981850156
YJR088C,94765.3407857081
YMR145C,257.150787219845
YMR296C,6796.60418301984
YAL011W,3247.06794880619
YEL063C,2714.83074316378
YGR040W,589.441501602606
YOR118W,1695.6903140046
YML005W,2643.17337710367
YCR092C,1142.94404996909
YAL002W,3166.85003233748
YJL166W,1473.55123298768
YGR285C,317.676634708212
YPL020C,26227.0303815496
YIR042C,914.171322873279
YKL043W,10912.3554152793
YHR059W,1717.95776860482
YGR196C,4327.13801517118
YAL059W,760.641415077404
YNL191W,2162.83111590717
YAR050W,35547.666942592
YOL007C,2312.75536188402
YDR013W,3705.72148486806
YCL001W,1931.45774147084
YJL059W,1487.25095646895
YLL050C,704.661359286149
YLR301W,13489.7174940754
YGR068C,3076.43523505852
YEL011W,32177.5154390925
YER075C,886.023455692021
YGR029W,991.353587817163
YLL040C,8623.91429106401
YMR203W,10317.4108097425
YOL029C,3322.75960684217
YLR451W,1954.46032804733
YGL212W,1023.24166376648
YNR070W,13849.1688086843
YBR258C,2043.81844539926
YMR177W,6473.79376423683
YKR092C,12540.6585076028
YBR287W,5234.2553049812
YLL006W,2994.95519007858
YDR506C,2038.32046245353
YBR031W,3358.07576844091
YIL026C,37764.6272864667
YLL003W,1285.05123825799
YER047C,6063.896068523
YOL119C,2010.95267801937
YGL223C,20816.8897620773
YDR036C,10495.5322411032
YKL182W,10654.9313513776
YBR057C,2894.04523979175
YER014W,1905.7027818988
YDL083C,10672.1449514388
YOR085W,19928.3706745317
YBL021C,46211.5618297836
YOR150W,4129.19960422745
YOL162W,1981.72528547292
YIL057C,8955.56286936027
YMR174C,2304.25209206506
YGL231C,3759.81116824644
YHR013C,11356.2018854268
YNL130C,6356.28473997597
YDL124W,4364.68189535939
YKR014C,2344.65448832698
YKL150W,4863.44295768578
YDR025W,633.581337368244
YLR094C,1654.19663313954
YOR054C,351.587211873509
YNL012W,1496.62561369474
YMR135C,1943.30631449375
YOL047C,15169.2419671377
YOR383C,54597.1367579502
YIR023W,3451.11213138857
YHL026C,947.129854087433
YKL085W,4692.65597000908
YBL054W,24403.0079311402
YJL172W,8695.20404839129
YPR021C,1140.94648377923
YMR146C,25522.8658257833
YMR015C,3151.91391931623
YGR277C,4886.62613216145
YMR071C,4650.67633582375
YLR288C,5161.06793607348
YDR539W,4837.39914485323
YBR259W,25423.0711489497
YGR096W,4791.5491071285
YER025W,579.476089349758
YKR078W,3549.91012166539
YGR087C,165398.250614951
YDR282C,824.121669703144
YCR024C,13822.0314285905
YBR060C,3014.32163094217
YPL200W,60499.3356264896
YML050W,909.137267934108
YOR136W,2780.89428665788
YEL047C,6430.4316757765
YML058W,6181.43337588945
YDR188W,4098.18163457202
YPL147W,34833.3860924848
YJL023C,24200.07984353
YHR039C,12917.6098212664
YMR063W,492.663123296559
YDR514C,4237.14515873749
YNL186W,4158.61711790576
YPL085W,1743.31158575942
YIL114C,24812.1489305822
YJL049W,380.101903079752
YGR034W,3176.78859374045
YGL205W,3695.72035206024
YOR060C,3019.08675233854
YBR111C,3148.03681822713
YOR173W,4276.28934894239
YPL202C,4576.90657999073
YOL049W,5684.45646432969
YPR186C,903.736128333015
YLR093C,19916.4078211622
YGL233W,2463.37479354848
YML097C,9395.80087756952
YNL025C,6516.2023184307
YPR184W,6958.55318258125
YMR172W,18247.8290531334
YDR206W,7310.44085566652
YIL065C,4407.79444876018
YER043C,6272.63951416219
YOR111W,20196.0270455612
YDR150W,8638.54696763175
YPR023C,2245.081406433
YBL092W,42737.6685351728
YNR012W,4535.51664186618
YJL171C,2919.41783853025
YPR132W,10151.0425168432
YLR281C,4559.06569445807
YKR052C,5415.19885727986
YIL084C,7660.85798541339
YOL154W,9038.08947780385
YIR025W,1452.47067144498
YHR038W,14511.6154282227
YML104C,4387.68109238488
YLR274W,5959.19588884298
YIL035C,3844.71210201572
YJR070C,101424.461393339
YOR109W,38324.5350549627
YOR151C,11942.895623904
YGR093W,2226.71769519467
YDL148C,8123.78433710142
YLR353W,3557.27858310483
YPR055W,4155.82755182648
YML026C,1475.06992827634
YDR018C,1197.38730331662
YLR330W,6993.17866960817
YOR261C,18754.1149561559
YKL034W,7896.02348919082
YMR142C,9839.92908048316
YBR003W,681.227313722854
YBL017C,5022.32318383362
YDR194C,14996.7856964362
YPR005C,1327.48418638709
YOR119C,35125.1923693266
YDR504C,17916.7283354829
YBR228W,6283.10062944048
YKL151C,22788.9275863602
YNR010W,1515.33350761977
YDR283C,870.195377178677
YHR211W,510.369717830653
YJR102C,34054.7165503379
YGR243W,4786.91457830769
YNL106C,20502.1577560974
YIL036W,21826.7030399104
YAL017W,22747.5502590725
YDR499W,10226.1088084344
YPL188W,5303.86985242362
YOR204W,7027.13414863989
YGL162W,3175.24451712151
YKL209C,7473.18201437969
YGL082W,4310.71675982144
YJR112W,606.27680459057
YPL043W,4564.19841736414
YLL011W,26013.3475025571
YGL263W,516.88848354338
YOR306C,5204.34407046514
YBR093C,8571.28850596237
YAL033W,3983.63876602836
YBL027W,2063.96113290589
YGR204W,1443.17742136888
YBR090C,11114.1903387027
YKL002W,1402.46535175199
YJL095W,702.23814946275
YFL007W,4245.95053466381
YLR038C,9052.19521209045
YLR144C,33043.3688541424
YOR296W,664.460917023159
YLR134W,1219.66027226497
YBR204C,22820.3340550059
YDR354W,3473.67914003202
YIR019C,2672.45723941066
YLR066W,545.950973910813
YGL104C,1613.63875628361
YBR156C,2000.897195572
YMR129W,3000.25297650384
YHR071W,14380.4100133166
YCR102C,3681.65983803959
YOL061W,7876.9882156516
YGL128C,4988.23608151228
YJL176C,3998.10823127808
YPR183W,6386.74120557056
YOL155C,1049.12530096461
YOR367W,10619.7517285821
YIR034C,264.360322697291
YLR260W,987.612970991209
YOR229W,3855.16074147912
YLR046C,2565.81614034596
YJR122W,265.570749578693
YMR033W,767.758846161263
YHR004C,5718.30192020791
YGR085C,3296.58131290885
YML035C,2368.66878572533
YNR030W,12457.9496030657
YPR079W,794.540302181682
YCL044C,57507.3636673667
